,id,city,category,district,size,year of construction,number of rooms,floor,Total floors,elevator,parking,storage,date,price per meter (Toman),total price (Toman)
1288,AZ-Fe-WH,tehran,buy-apartment,saadat-abad,150,1384,3,5,NA,yes,yes,yes,2023-06-21,"153,333,000","23,000,000,000"
1289,AZWaL4vF,tehran,buy-apartment,north-shahran,62,1380,1,3,3,no,yes,yes,2023-06-25,"76,612,000","4,750,000,000"
1290,AZNCu9V6,tehran,buy-apartment,central-jannat-abad,96,1394,2,3,5,yes,yes,yes,2023-06-25,"100,937,000","9,690,000,000"
1291,AZXqr7Th,tehran,buy-apartment,qeytarieh,122,1397,3,1,6,yes,yes,yes,2023-06-25,"169,672,000","20,700,000,000"
1292,AZwBnpQM,tehran,buy-apartment,sazman-barnameh,85,1384,2,2,4,no,yes,yes,2023-06-25,"85,294,000","7,250,000,000"
1293,AZXqbtQ4,tehran,buy-apartment,south-jannat-abad,95,1396,2,3,NA,yes,yes,yes,2023-06-25,"100,526,000","9,550,000,000"
1294,AZO2nN-E,tehran,buy-apartment,punak,90,1393,2,5,5,yes,yes,yes,2023-06-25,"127,777,000","11,500,000,000"
1295,AZKeszsD,tehran,buy-apartment,eram,67,1385,2,3,5,yes,yes,yes,2023-06-25,"100,716,000","6,748,000,000"
1296,AZ0x9k5U,tehran,buy-apartment,nezam-abad,72,1401,2,1,NA,yes,yes,no,2023-06-25,"67,361,000","4,850,000,000"
1297,AZNWNLZT,tehran,buy-apartment,central-jannat-abad,100,1398,2,3,5,yes,yes,yes,2023-06-25,"112,000,000","11,200,000,000"
1298,AZWWb9vP,tehran,buy-apartment,saadat-abad,160,1400,3,7,NA,yes,yes,yes,2023-06-25,"206,250,000","33,000,000,000"
1299,AZWCrMPE,tehran,buy-apartment,saadat-abad,335,1398,4,4,NA,yes,yes,yes,2023-06-25,"223,880,000","75,000,000,000"
1300,AZUun0DL,tehran,buy-apartment,niavaran,192,1398,3,2,6,yes,yes,yes,2023-06-25,"244,791,000","47,000,000,000"
1301,AZQFp3wq,tehran,buy-apartment,zafar,150,1401,3,4,NA,yes,yes,yes,2023-06-25,"130,000,000","19,500,000,000"
1302,AZXmbOOQ,tehran,buy-apartment,tehran-now,40,1389,1,3,NA,yes,yes,no,2023-06-25,"86,000,000","3,440,000,000"
1303,AZXm7eTr,tehran,buy-apartment,yousef-abad,70,1382,1,3,NA,yes,yes,yes,2023-06-25,"117,142,000","8,200,000,000"
1304,AZX-QB_M,tehran,buy-apartment,qeytarieh,163,1385,3,3,5,yes,yes,yes,2023-06-25,"121,472,000","19,800,000,000"
1305,AZFqnmro,tehran,buy-apartment,amiriyeh,80,1391,2,1,4,no,no,yes,2023-06-25,"48,625,000","3,890,000,000"
1306,AZRqJxqH,tehran,buy-apartment,amiriyeh,39,1378,1,2,NA,no,no,yes,2023-06-25,"46,923,000","1,830,000,000"
1307,AZCCPXIY,tehran,buy-apartment,kouhak,160,1402,3,3,5,yes,yes,yes,2023-06-25,"100,625,000","16,100,000,000"
1308,AZTKlYqF,tehran,buy-apartment,qolhak,80,1399,2,1,5,yes,yes,yes,2023-06-25,"162,500,000","13,000,000,000"
1309,AZMODTiE,tehran,buy-apartment,darrous,105,1394,2,1,4,yes,yes,yes,2023-06-25,"123,809,000","13,000,000,000"
1310,AZIukhzF,tehran,buy-apartment,qolhak,130,1383,3,5,5,yes,yes,yes,2023-06-25,"130,384,000","16,950,000,000"
1311,AZXe7_Zo,tehran,buy-apartment,elahiyeh,240,1395,4,5,5,yes,yes,yes,2023-06-25,"220,000,000","52,800,000,000"
